symbol,market
GECR,OTCMKTS
GEAGF,OTCMKTS
GEBHY,OTCMKTS
GEDU,NASDAQ
GEEK,OTCBB
GEER,OTCMKTS
GLPW,OTCMKTS
GELT,OTCMKTS
CGEMY,OTCMKTS
GENX,OTCMKTS
GOOA,VIE
PTLF,OTCMKTS
JAMN,OTCMKTS
GSY,NYSEARCA
EGIEY,OTCMKTS
GEVI,OTCMKTS
GWE,INDEXNASDAQ
VGZ,NYSEMKT
PRKA,OTCMKTS
EWST,OTCBB
GIF.UN,TSE
GFIG,OTCMKTS
GFIOF,OTCMKTS
GFLB,OTCMKTS
GFNL,OTCMKTS
GGACU,NASDAQ
LOCK,NYSE
GGBMQ,OTCMKTS
CORC,OTCMKTS
NUJ,NYSEMKT
NUJ,FRA
AXLL,NYSE
GGNDF,OTCMKTS
GGLR,OTCMKTS
GEGSQ,OTCMKTS
GHSEQ,OTCBB
GIGIQ,OTCMKTS
GIB.A,TSE
GIC,CVE
CDURQ,OTCMKTS
GILD,SWX
GILD,BMV
STCI,OTCMKTS
GIRA,LON
GIX,TSE
CLKZ,OTCMKTS
GKIN,OTCMKTS
GKNLY,OTCMKTS
GBCS,OTCMKTS
BSTK,OTCMKTS
EVSP,OTCMKTS
GLAXF,OTCMKTS
GLDC,NASDAQ
GLDN,OTCMKTS
PTRZ,OTCMKTS
GLFE,OTCMKTS
ORXE,OTCMKTS
BRC.UN,TSE
BEP.UN,TSE
GLIAQ,OTCMKTS
GLGLF,OTCMKTS
GSB,NYSEMKT
GLNS,OTCMKTS
GLOFF,OTCMKTS
WLKR,OTCMKTS
GLA.U,TSE
GLPC,OTCMKTS
GLPEF,OTCMKTS
GLQ,NYSEMKT
GLRI,OTCMKTS
OUTD,NASDAQ
GLUU,SWX
GLUX,OTCMKTS
GLVNF,OTCMKTS
GLX,INDEXDJX
GLX,SWX
GSK,SWX
GSK,BCBA
GAXCQ,OTCMKTS
GLXZ,OTCMKTS
CEL.H,CVE
MTLQQ,OTCMKTS
GMXRQ,OTCMKTS
HS,NYSE
GMANQ,OTCMKTS
GMBXF,OTCMKTS
GMCR,SWX
GMET,OTCMKTS
GMEX,OTCMKTS
GMK,FRA
GMK,BCBA
GMKYY,OTCMKTS
GML,NYSEARCA
GML,BMV
GMNI,OTCMKTS
GMOS,OTCMKTS
GMPW,OTCMKTS
GMRRQ,OTCBB
GMR.H,CVE
GBMS,OTCMKTS
GMTCQ,OTCMKTS
GMTN,OTCMKTS
GNBA,OTCMKTS
GNBT,OTCMKTS
GNCGY,OTCMKTS
GNCNF,OTCMKTS
GNCN,OTCMKTS
VVX,TSE
VVX,FRA
GNF,CURRENCY
GNGYF,OTCMKTS
GNLKQ,OTCMKTS
GNMSF,OTCMKTS
MLMN,OTCMKTS
GNPT,OTCMKTS
GNRG,OTCMKTS
NSPX,OTCMKTS
GNTAQ,OTCMKTS
GNTLF,OTCMKTS
GNW,BMV
CAON,OTCMKTS
GO.A,LON
PRPL,OTCMKTS
HPTO,OTCMKTS
GKNT,NASDAQ
GEOKQ,OTCMKTS
WGLF,OTCMKTS
GOM,ASX
GOMO,BMV
GON,LON
GOOGL,BCBA
GOOGL,SWX
GORO,NYSEMKT
REOS,OTCMKTS
GOVB,OTCMKTS
GOVT,NYSEARCA
GOX,INDEXCBOE
GOYL,OTCMKTS
GPAGF,OTCMKTS
GPE.H,CVE
POTN,OTCMKTS
POTN,BMV
RIGH,OTCMKTS
GPFOY,OTCMKTS
GPLB,OTCMKTS
GPMCF,OTCMKTS
IRBS,OTCMKTS
GPOVY,OTCMKTS
GEOR,OTCMKTS
GPRC,OTCMKTS
GPSI,OTCMKTS
CNTR,NYSEARCA
GPTX,OTCMKTS
GPXM,OTCMKTS
GR,NYSE
GBFL,OTCMKTS
GSCB,OTCMKTS
GRNB,NYSEARCA
GLLC,OTCMKTS
GRCO,OTCMKTS
GRDZF,OTCMKTS
GREN,OTCMKTS
GIKLY,OTCMKTS
MSII,OTCMKTS
GRDH,OTCMKTS
GRHHQ,OTCMKTS
GRLL,OTCMKTS
FDNH,OTCMKTS
GMGI,OTCMKTS
NPWZ,OTCMKTS
GRNE,OTCMKTS
GROV,OTCMKTS
GRPFF,OTCMKTS
GRPI,OTCMKTS
GRPN,SWX
GRRF,NASDAQ
GRRMF,OTCMKTS
SIML,OTCMKTS
GRST,OTCMKTS
TCL.A,TSE
GRTK,OTCMKTS
GRUA,OTCMKTS
GRX,FRA
GRYG,OTCMKTS
ICLD,OTCMKTS
GRYIF,OTCMKTS
GDRZF,OTCMKTS
GSAT,NYSEMKT
BBLUQ,OTCMKTS
GSIH,OTCMKTS
GSLC,NYSEARCA
GSLC,BMV
SOPK,OTCMKTS
GSPT,OTCMKTS
GST,NYSEMKT
GNKOQ,OTCMKTS
GSU,CVE
GTCC,OTCMKTS
GTAX,OTCMKTS
JGBO,OTCBB
WSGI,OTCMKTS
GTTL,OTCMKTS
GTHR,OTCMKTS
GTII,OTCMKTS
ATAR,OTCMKTS
GENTY,OTCMKTS
GTOPQ,OTCMKTS
GTPS,OTCMKTS
GTR,TLV
PUODY,OTCMKTS
MCZ,TSE
MCZ,FRA
GTRNQ,OTCBB
GTSI,NASDAQ
GTSM,OTCMKTS
GITN,OTCMKTS
GTU,NYSEMKT
GTU.UN,TSE
GTWN,OTCBB
VIDA,OTCMKTS
PVMCF,OTCMKTS
GTXO,OTCMKTS
GU,NYSE
APVS,OTCMKTS
SORT,OTCMKTS
GFCJ,OTCMKTS
GUCG,OTCMKTS
GULD,OTCMKTS
GUM,CVE
GUM,FRA
GUSH,NYSEARCA
GUSH,BMV
GUZBY,OTCMKTS
GVDBF,OTCMKTS
GVE,FRA
GVE,CNSX
OWLD,OTCMKTS
DCIU,OTCMKTS
WTCG,OTCMKTS
EPIHY,OTCMKTS
GWAY,NYSE
GWG.H,CVE
GWW.H,CVE
INLX,OTCMKTS
GWL,NYSEARCA
GWL,CNSX
GWLIF,OTCMKTS
GWM,FRA
GWM,ETR
GWMGF,OTCMKTS
GWO,NYSEARCA
VSPC,OTCMKTS
EGM,ASX
NCMV,OTCMKTS
GWTR,OTCMKTS
BCDH,OTCMKTS
GYD,CURRENCY
SSPY,INDEXSWX
NAGP,OTCMKTS
HRVEQ,OTCMKTS
HABC,OTCMKTS
HABK,OTCMKTS
ACUR,OTCMKTS
HUSA,NYSEMKT
HOGIF,OTCMKTS
HMK,ETR
HAMPQ,OTCMKTS
NWRZ,OTCMKTS
MNST,VIE
PGMC,OTCMKTS
INFU,NYSEMKT
AHFP,OTCMKTS
HNT,NYSE
HAUL,INDEXNASDAQ
HAUP,OTCMKTS
HAVN,ASX
HAVSF,OTCMKTS
HBOS,NASDAQ
HBRK,OTCMKTS
HBSL,OTCMKTS
HCA,FRA
HCBC,OTCMKTS
HCBK,NASDAQ
HCCC,OTCMKTS
HCFL,OTCMKTS
HCGI,OTCMKTS
HCMLF,OTCMKTS
HCNVQ,OTCMKTS
HCOR,NYSEARCA
PCSO,OTCMKTS
XLV,NYSEARCA
XLV,BMV
LAXAF,OTCMKTS
HDII,OTCMKTS
HDLM,OTCMKTS
SPLT,OTCMKTS
HDVTF,OTCMKTS
HDYN,OTCMKTS
HEB,NYSEMKT
HBKS,OTCMKTS
HEAT,OTCMKTS
HECO,NYSEARCA
HEDYY,OTCMKTS
HEI.A,NYSE
ARCAY,OTCMKTS
HEIIQ,OTCMKTS
HEMA,OTCMKTS
HENOY,OTCMKTS
HENL,OTCMKTS
HEOP,NASDAQ
HRBR,OTCBB
HRBR,OTCMKTS
ZIVO,OTCMKTS
HERB,OTCMKTS
HEROQ,OTCMKTS
HESG,OTCMKTS
APCX,OTCMKTS
HFBA,OTCMKTS
HOFD,OTCMKTS
FIFG,OTCMKTS
HFFC,NASDAQ
HFIN,NYSEARCA
CSHHY,OTCMKTS
HGAT,OTCMKTS
HGGGQ,OTCMKTS
HGHGF,OTCMKTS
HGIC,NASDAQ
HGMCF,OTCMKTS
HGMG,OTCMKTS
HNGR,OTCMKTS
HGSI,NASDAQ
QTMM,OTCMKTS
HCR.UN,TSE
CMQ.UN,TSE
HHILY,OTCMKTS
HIGPQ,OTCMKTS
HICKA,OTCMKTS
HII.A,TSE
HILO,NYSEARCA
HINOY,OTCMKTS
HIPC,OTCMKTS
HIRD,OTCMKTS
HIRI,OTCMKTS
HTHIY,OTCMKTS
HCBLY,OTCMKTS
HCBLF,OTCMKTS
HITK,NASDAQ
MMCO,OTCBB
GFME,OTCMKTS
CHMO,OTCMKTS
HIX,INDEXFTSE
IHTI,OTCMKTS
HOTJ,OTCMKTS
HKAC,NASDAQ
HKFIQ,OTCMKTS
HKHGF,OTCMKTS
HKMPF,OTCMKTS
HWK.A,CVE
PFOB,OTCMKTS
HLCSQ,OTCMKTS
HNLGY,OTCMKTS
HLFN,OTCBB
HLND,OTCMKTS
HLOI,OTCMKTS
HLOUF,OTCMKTS
HLP.UN,TSE
HLP.U,CVE
HLP.U,TSE
HLR.UN,TSE
HLC,FRA
HLS.H,CVE
HLSSF,OTCMKTS
NRMH,OTCMKTS
HLXC,OTCMKTS
IPSU,NASDAQ
HLYS,NASDAQ
HMBN,BMV
HMC,BCBA
ABCP,OTCMKTS
HMGN,OTCMKTS
HMO,INDEXNYSEGIS
XBKS,INDEXSTOXX
PRXZ,OTCMKTS
HMRLF,OTCMKTS
EFLI,OTCMKTS
OTROQ,OTCMKTS
POTP,JSE
HMTLY,OTCMKTS
HTMXQ,OTCMKTS
HMYRQ,OTCMKTS
APSN,OTCMKTS
TLON,OTCBB
HBNK,NASDAQ
HARR,OTCMKTS
HNFSA,OTCMKTS
HNNMY,OTCMKTS
HINKY,OTCMKTS
HEINY,OTCMKTS
HNSN,NASDAQ
HNT.UN,TSE
HNW,NYSEMKT
HGPI,OTCMKTS
CAFE,NYSEARCA
ENLU,OTCMKTS
HOMB,LON
HKNI,OTCMKTS
HOWWY,OTCMKTS
WARFY,OTCMKTS
HOKUQ,OTCMKTS
HOLX,VIE
HOUM,OTCMKTS
GBGH,OTCMKTS
HOMJF,OTCMKTS
HOMS,OTCMKTS
DHOXY,OTCMKTS
GWSV,OTCMKTS
HOOB,OTCMKTS
HNV,FRA
HOSTQ,OTCMKTS
POPM,OTCMKTS
HOTT,NASDAQ
HOT.UN,TSE
MPPCQ,OTCMKTS
HPOL,NASDAQ
CRLRQ,OTCMKTS
HPTG,OTCMKTS
HPTX,NASDAQ
HPY,NYSE
HQSM,OTCMKTS
HR.UN,TSE
KUTV,NASDAQ
HRCT,OTCMKTS
HRELF,OTCMKTS
NDRE,OTCMKTS
HRK,CURRENCY
HRLSQ,OTCMKTS
CDGT,OTCBB
HRTB,OTCBB
HRTT,OTCMKTS
BCNN,OTCMKTS
BCNN,ASX
HRZB,OTCMKTS
EVSV,OTCMKTS
HSNGY,OTCMKTS
HBCYF,OTCMKTS
HSDT,OTCMKTS
HMSI,OTCMKTS
HSIC,VIE
HSNGF,OTCMKTS
HPS.A,TSE
HSQVY,OTCMKTS
FRTD,OTCMKTS
SGZH,OTCMKTS
HTBC,OTCBB
HTCH,NASDAQ
HTCO,OTCMKTS
ENVE,NASDAQ
HTCXF,OTCMKTS
HTPI,OTCMKTS
CBTT,OTCMKTS
MGTI,OTCMKTS
HOI,FRA
HVLL,OTCMKTS
HTWC,OTCMKTS
HTZ,BMV
HUF,CURRENCY
HOYFF,OTCMKTS
CCALF,OTCMKTS
IFCNF,OTCMKTS
HUNGF,OTCMKTS
HCOIQ,OTCMKTS
HUPOF,OTCMKTS
HUSQF,OTCMKTS
HVRRY,OTCMKTS
HLDCY,OTCMKTS
AWEC,OTCMKTS
HWEN,OTCMKTS
HWFGQ,OTCMKTS
HUWH,FRA
HUWHY,OTCMKTS
HWO,INDEXNYSEGIS
HWO,FRA
HPQ,BCBA
HPQ,SWX
RMTD,OTCMKTS
HXBM,OTCMKTS
HXGBF,OTCMKTS
HXGCF,OTCMKTS
CCGY,OTCMKTS
HYB.UN,TSE
IDRA,LON
HYDGQ,OTCMKTS
HYDI,OTCMKTS
HYEG,OTCMKTS
USEI,OTCMKTS
SLRW,OTCMKTS
HYSNY,OTCMKTS
HYSYF,OTCMKTS
HYV,NYSE
HZB,TSE
HRZL,OTCMKTS
HZNB,OTCMKTS
INTN,ASX
IACE,OTCMKTS
IEGH,OTCMKTS
IAGX,OTCMKTS
IAGI,OTCMKTS
STR.H,CVE
SPMD,NASDAQ
IFLY,NYSEARCA
ILAS,OTCMKTS
IAX,INDEXVIE
ICAN,NYSEARCA
IBCX,SWX
IAHL,OTCMKTS
IBCC,FRA
IBCC,NYSEARCA
IBCD,NYSEARCA
CPRKQ,OTCMKTS
IBDI,OTCMKTS
IBDRY,OTCMKTS
IBTGF,OTCMKTS
IBBI,OTCMKTS
IBII,OTCMKTS
GDTK,OTCMKTS
IBIS,OTCMKTS
UBIX,OTCMKTS
RDEA,NASDAQ
IBIO,NYSEMKT
EDCI,OTCMKTS
IBXG,OTCMKTS
ICAYY,OTCMKTS
ICABY,OTCMKTS
ICAGY,OTCMKTS
ITPC,OTCMKTS
ICBN,OTCMKTS
ICOPQ,OTCMKTS
ICEL,NASDAQ
PTEL,OTCMKTS
UOIP,OTCMKTS
AGEL,OTCMKTS
AGCI,OTCMKTS
ICII,OTCBB
ICLK,NASDAQ
ICNB,OTCMKTS
ICOR,OTCMKTS
ICOTF,OTCMKTS
ICPW,OTCMKTS
AFSE,OTCMKTS
ICTV,OTCMKTS
ICTG,OTCMKTS
NLI,CNSX
ICTSF,OTCMKTS
IBCB,FRA
IBCB,NYSEARCA
IDBCQ,OTCMKTS
IDIBQ,OTCMKTS
IDEXF,OTCMKTS
IDHUY,OTCMKTS
IDIX,NASDAQ
BIIB,SWX
BIIB,BMV
BIIB,VIE
IDXX,VIE
ITDN,OTCMKTS
IEHC,OTCMKTS
CNOA,OTCMKTS
ICRD,OTCMKTS
IEY,INDEXNYSEGIS
IFAN,OTCMKTS
IFBH,OTCMKTS
IFBV,OTCMKTS
IFI,WSE
IFLM,OTCMKTS
IFMX,OTCBB
IMEN,OTCMKTS
IFNY,OTCMKTS
NPDTE,OTCMKTS
IFRA,EPA
IFRA,LON
IFSC,OTCMKTS
SCLL,OTCMKTS
IFSL,OTCMKTS
EMGC,OTCMKTS
IFUE,OTCMKTS
IFNNY,OTCMKTS
INFX,OTCMKTS
IGT,FRA
IGCA,OTCMKTS
IGEN,OTCMKTS
IGAI,OTCBB
IBIN,OTCMKTS
MCAMQ,OTCMKTS
IGNE,OTCMKTS
IGPFF,OTCMKTS
BNNX,OTCMKTS
PNO.H,CVE
IGXT,OTCMKTS
IHCH,OTCMKTS
IHI,NYSEARCA
IHI,FRA
IHSI,OTCMKTS
IHS,NYSE
IIBK,OTCMKTS
CCTR,OTCMKTS
ACCKF,OTCMKTS
CBEH,OTCMKTS
IINHY,OTCMKTS
IIP.UN,TSE
IIPZF,OTCMKTS
IISLF,OTCMKTS
IISX,OTCMKTS
PTINY,OTCMKTS
IJR,NYSEARCA
IJR,BMV
IKAN,NASDAQ
KLBAY,OTCMKTS
IKSGY,OTCMKTS
ILHL,OTCMKTS
NTLNF,OTCMKTS
IL,NYSE
ILMN,BMV
ILMN,VIE
HGBL,OTCMKTS
ILNS,OTCMKTS
ILPMF,OTCMKTS
BSMLQ,OTCMKTS
ILUM,OTCMKTS
IPII,OTCMKTS
IMAHF,OTCMKTS
IMASF,OTCMKTS
IMAT,INDEXBVMF
EMB.H,CVE
IMCB,NASDAQ
IMCC,OTCMKTS
IMCI,OTCMKTS
ICMTF,OTCMKTS
IMCX,OTCMKTS
IMDC,OTCMKTS
WGEI,OTCMKTS
IMDS,OTCMKTS
IENT,OTCMKTS
IMII,OTCMKTS
CMKG,OTCMKTS
IMED,OTCMKTS
OCHTQ,OTCMKTS
IMPUY,OTCMKTS
IMPX,OTCMKTS
IMRSQ,OTCMKTS
SEGI,OTCMKTS
BCAS,OTCMKTS
IMSU,OTCMKTS
IMTB,NYSEARCA
IMBBY,OTCMKTS
VISRF,OTCMKTS
UNRH,OTCMKTS
IMV,BCBA
IMSCQ,OTCMKTS
IMGX,OTCMKTS
IWWI,OTCMKTS
IBSS,OTCMKTS
MVEN,OTCMKTS
CPFH,OTCMKTS
NTFL,OTCMKTS
ESIC,NASDAQ
INAC,INDEXDB
INAT,INDEXDB
INBP,OTCMKTS
INCC,OTCMKTS
LOCMQ,OTCMKTS
TCX,INDEXVIE
PHLH,OTCMKTS
WFCF,OTCMKTS
INGYY,OTCMKTS
INHL,OTCMKTS
INHX,NASDAQ
INIS,OTCMKTS
INIV,OTCMKTS
ITNM,OTCMKTS
MGCG,OTCMKTS
INMD,NASDAQ
INMG,OTCMKTS
INO.UN,TSE
INOC,NASDAQ
INOW,OTCMKTS
INPHQ,OTCMKTS
UCHC,OTCMKTS
INRLY,OTCMKTS
ISHCQ,OTCMKTS
LYRI,OTCMKTS
INSV,OTCMKTS
PRZM,OTCMKTS
ITWR,OTCMKTS
DPSI,OTCMKTS
INTF,NYSEARCA
INTF,BMV
INGNQ,OTCMKTS
INTK,OTCMKTS
MECK,OTCMKTS
INTT,NYSEMKT
INVS,OTCMKTS
INVX,OTCMKTS
INC.UN,TSE
INN.UN,TSE
IOCJY,OTCMKTS
AHROQ,OTCMKTS
IOMG,OTCMKTS
IOMT,OTCMKTS
INA.H,CVE
IONA,LON
IOO,NYSEARCA
IOO,BMV
IOPDQ,OTCMKTS
NWMT,OTCMKTS
IPAC,NYSEARCA
IPAC,BMV
IPCM,NASDAQ
GLBN,OTCMKTS
CXE,INDEXVIE
IPGP,BMV
INCY,VIE
IDEV,NYSEARCA
IHE,NYSEARCA
IHE,FRA
IHE,BMV
ANDA,LON
IPLY,OTCMKTS
PPI.H,CVE
IPRC,OTCMKTS
IPRT,LON
IPSEY,OTCMKTS
IPUR,OTCMKTS
IPW,NYSEARCA
WFYW,OTCMKTS
IQPOF,OTCMKTS
IRBT,SWX
IRDEF,OTCMKTS
IREBY,OTCMKTS
IREP,OTCMKTS
IRIDQ,OTCMKTS
IRLBF,OTCMKTS
IRLD,OTCMKTS
IROG,OTCMKTS
IRNS,OTCMKTS
ISCIQ,OTCMKTS
IRT,NYSEMKT
IRWNQ,OTCBB
IRY,NYSEARCA
PBIX,OTCMKTS
AMSIY,OTCMKTS
ISEE,INDEXBVMF
ISHM,OTCMKTS
ISIL,NASDAQ
VV,NYSEARCA
IONS,SWX
ILE,CVE
ILE,JSE
ESMC,OTCMKTS
ISLT,OTCMKTS
IXMO,OTCMKTS
USFM,OTCMKTS
ISNPY,OTCMKTS
ISOL,OTCMKTS
ISOL,CNSX
ISPD,OTCMKTS
INLC,OTCMKTS
TMSG,OTCMKTS
ISRG,SWX
ISRG,VIE
FBNIQ,OTCMKTS
ISSI,NASDAQ
ISSI,IDX
ISTA,NASDAQ
ISWI,OTCMKTS
ISYFF,OTCMKTS
INSQ,OTCMKTS
HTSC,OTCMKTS
YBAO,OTCMKTS
ITAT,INDEXEURO
ITCD,OTCBB
ITXG,OTCMKTS
ITEC,OTCMKTS
EOPI,OTCMKTS
ITDD,OTCMKTS
IMKI,OTCMKTS
FGOVF,OTCMKTS
FVL,NYSEARCA
MMIO,OTCMKTS
ITGN,FRA
ITKG,OTCMKTS
ITKSF,OTCMKTS
IMPCQ,OTCMKTS
ITM,NYSEARCA
ITMN,NASDAQ
ITOCY,OTCMKTS
ITOU,OTCMKTS
ITPOF,OTCMKTS
MYHA,OTCMKTS
AOLS,OTCMKTS
ITRO,OTCMKTS
ITSI,OTCMKTS
ITSPF,OTCMKTS
USTI,OTCMKTS
USTG,OTCMKTS
ITSW,OTCMKTS
ITTI,OTCMKTS
GCMI,OTCMKTS
ITVI,OTCMKTS
ITYCQ,OTCMKTS
DNN,NYSEMKT
IULTY,OTCMKTS
ERBA,OTCMKTS
AIVSX,MUTF
TVPC,OTCMKTS
IVWFF,OTCMKTS
ACGX,OTCMKTS
IVGHF,OTCMKTS
IVGN,ASX
IVHN,FRA
MCCI,OTCMKTS
CMIV,OTCMKTS
IVII,OTCMKTS
IVN,FRA
CKGT,OTCMKTS
IVOB,OTCMKTS
URHG,OTCMKTS
IVVI,OTCMKTS
IWSY,OTCMKTS
PRMO,OTCMKTS
IWS,NYSEARCA
IWS,CNSX
IWSI,OTCMKTS
IWX,NYSEARCA
IXOG,OTCMKTS
IXSBF,OTCMKTS
IYC,NYSEARCA
IYC,BMV
IYF,NYSEARCA
IYF,BMV
IYH,NYSEARCA
IYH,BMV
IYXI,OTCMKTS
ISUZY,OTCMKTS
IFIT,OTCMKTS
VZIL,OTCMKTS
EPHC,NASDAQ
JACO,OTCMKTS
JADE,NASDAQ
JAGGF,OTCMKTS
CGNH,OTCMKTS
JAHI,OTCMKTS
JALC,OTCMKTS
IKM,BME
JAPAY,OTCMKTS
JAH,NYSE
JASO,SWX
IMWL,OTCMKTS
JBHT,VIE
JBLU,BMV
JCDAF,OTCMKTS
JCDXF,OTCMKTS
JCOUF,OTCMKTS
JDAS,NASDAQ
JDGRY,OTCMKTS
JDN,TSE
JDN,BMV
JEC,TSE
JEF,NYSE
JEF,FRA
JEM,NYSEARCA
JEM,CNSX
UNH,SWX
JEN.H,CVE
JENNQ,OTCMKTS
JFBC,OTCMKTS
JFBI,NASDAQ
JFWV,OTCMKTS
CABLF,OTCBB
JGCCF,OTCMKTS
JGPK,OTCMKTS
NSEH,OTCMKTS
JGW,CNSX
JGWE,OTCMKTS
JIXAY,OTCMKTS
JKAN,ASX
UGHSQ,OTCMKTS
GNGT,OTCMKTS
JLMC,OTCMKTS
JCLY,OTCMKTS
JLTA,LON
JANL,OTCMKTS
JMHLY,OTCMKTS
JMIH,OTCMKTS
JMPLY,OTCMKTS
JNJ,BCBA
JNJ,SWX
JNJ,BMV
MEXP,OTCMKTS
JNPC,OTCMKTS
JNPKF,OTCMKTS
JOB,NYSEMKT
JELCY,OTCMKTS
JOSB,NASDAQ
JPEI,OTCMKTS
JPTR,OTCMKTS
JPEP,NYSE
JPL,FRA
SJPN,INDEXFTSE
JPN,INDEXNYSEGIS
JPST,OTCMKTS
JPST,BATS
JPT,FRA
JPZ,FRA
JRCCQ,OTCMKTS
JRJR,NYSEMKT
JRN,NYSE
JRONY,OTCMKTS
JERT,OTCMKTS
JSDA,OTCMKTS
JSN,NYSE
EFAX,NYSEARCA
JTP,NYSE
JHTXQ,OTCMKTS
JUHL,OTCMKTS
JUNP,OTCMKTS
PCKO,OTCMKTS
JUVF,OTCBB
ASZP,OTCMKTS
JAXB,NASDAQ
AONNY,OTCMKTS
TVTV,OTCMKTS
KTLI,OTCMKTS
KAJMY,OTCMKTS
SWKH,OTCMKTS
KCRPY,OTCMKTS
VA,NASDAQ
OKAS,IDX
OKASY,OTCMKTS
INNP,OTCMKTS
ZNR.H,CVE
KBH,BMV
KBIO,OTCMKTS
KBKC,OTCMKTS
KBLB,OTCMKTS
KBN,BMV
KBR,TSE
KBSTY,OTCMKTS
KBT,INDEXDJX
KBT,FRA
KBW,NYSE
KCC,ETR
KCC,FRA
KCDMF,OTCMKTS
KCDMY,OTCMKTS
KCLI,OTCMKTS
KDCXF,OTCMKTS
KDDIF,OTCMKTS
KDN,NYSE
KDSKF,OTCMKTS
KDUS,OTCBB
TOO,CVE
KELLQ,OTCMKTS
KPELY,OTCMKTS
KES,CURRENCY
KYCN,OTCMKTS
KESAF,OTCMKTS
KEWL,OTCMKTS
KEX,FRA
KEYN,NASDAQ
LFTC,OTCMKTS
KFN,NYSE
MDLZ,SWX
MDLZ,BMV
MDLZ,VIE
EVEIQ,OTCMKTS
NE.H,CVE
KEG.UN,TSE
KGS,CURRENCY
CMLP,NYSE
KGTFF,OTCMKTS
KHOLF,OTCMKTS
ZNHL,OTCMKTS
MHCC,OTCMKTS
KGFHY,OTCMKTS
IHRC,OTCMKTS
KIPS,OTCMKTS
KIROY,OTCMKTS
WIFT,OTCMKTS
KKWFF,OTCMKTS
KLAC,VIE
MBAY,OTCMKTS
KLDX,NYSEMKT
KLH,CVE
KLIB,OTCMKTS
KLKBF,OTCMKTS
KLKBY,OTCMKTS
KLKNF,OTCMKTS
KLOC,OTCMKTS
KMAG,OTCMKTS
KDX,INDEXNASDAQ
KMP.UN,TSE
KMWE,OTCMKTS
KMX,BMV
KNBWY,OTCMKTS
KNCAY,OTCMKTS
BSIO,OTCMKTS
KNMCY,OTCMKTS
KNO.H,CVE
KNOL,NASDAQ
NFK.H,CVE
KNSY,NASDAQ
KNXA,NYSE
KNYJF,OTCMKTS
KMTUY,OTCMKTS
KOORF,OTCMKTS
KORE,OTCMKTS
KORS,SWX
KOSM,OTCMKTS
KPELF,OTCMKTS
KKPNY,OTCMKTS
KQIPQ,OTCMKTS
KKD,NYSE
KKD,FRA
KRFT,NASDAQ
KRFT,SWX
KRSL,OTCMKTS
KRYAY,OTCMKTS
KSBI,OTCBB
KSHB,OTCMKTS
LWLL,OTCMKTS
KSQR,OTCMKTS
KSWS,NASDAQ
KTHN,OTCMKTS
IAGM,OTCMKTS
PSWW,OTCMKTS
KUBTY,OTCMKTS
CKUN,OTCMKTS
KVPHQ,OTCMKTS
KWD,CURRENCY
KWH.UN,TSE
KWHIY,OTCMKTS
KXI,NYSEARCA
KXI,BMV
KYZN,OTCMKTS
KYAK,NASDAQ
KEYO,OTCMKTS
KYKOF,OTCMKTS
KYN,FRA
KZ,NASDAQ
LANZ,OTCMKTS
LABC,NASDAQ
LDCOY,OTCMKTS
LAGR,OTCMKTS
DTEK,OTCMKTS
EAPH,OTCMKTS
PTEEF,OTCMKTS
LAS.A,TSE
LSO,FRA
LASLY,OTCMKTS
LATX,OTCMKTS
AVLNF,OTCMKTS
LAVA,NASDAQ
LBBB,OTCMKTS
LBMH,NYSEMKT
LBP,CURRENCY
LEHKQ,OTCMKTS
AKESQ,OTCMKTS
LBRT,TLV
LBTE,OTCMKTS
SIHI,OTCMKTS
LBCP,OTCBB
WGBS,NASDAQ
LBWR,OTCMKTS
LMCA,NASDAQ
STRZA,NASDAQ
LCAR,OTCMKTS
LCAV,NASDAQ
LCAV,FRA
LCHL,OTCMKTS
KIDEQ,OTCMKTS
LCOM,OTCMKTS
LCRY,NASDAQ
LDBKF,OTCMKTS
PBTH,NYSEMKT
LDIS,OTCMKTS
LDKYQ,OTCMKTS
LDM,ASX
LDMK,TLV
LDRH,NASDAQ
LPHM,OTCMKTS
LVCI,OTCMKTS
LEXPQ,OTCMKTS
LEAP,NASDAQ
LEAT,OTCMKTS
LEC.H,CVE
XPRT,OTCMKTS
LEA.H,CVE
PPD,FRA
LVI,CNSX
LEHLQ,OTCMKTS
LEHMQ,OTCMKTS
LEN.B,NYSE
LAWEQ,OTCMKTS
LHHMQ,OTCMKTS
CMIT,OTCMKTS
CHGS,OTCMKTS
FGMGQ,OTCMKTS
LFRGY,OTCMKTS
LFCYF,OTCMKTS
LFD.H,CVE
GLCC,OTCMKTS
LUFK,NASDAQ
LFPI,OTCMKTS
DSUS,OTCMKTS
LFXG,OTCMKTS
LFYC,OTCMKTS
LGCUF,OTCMKTS
LGDIQ,OTCMKTS
LGF.A,NYSE
LGGNY,OTCMKTS
LNVGY,OTCMKTS
LGIV,LON
DPDM,OTCMKTS
CEHC,OTCMKTS
ECNT,EPA
ECNI,OTCMKTS
LGT.A,TSE
LGVWF,OTCMKTS
RSCZF,OTCMKTS
LTFD,OTCMKTS
LIBHA,OTCMKTS
LICT,OTCMKTS
LINEQ,OTCMKTS
LIF.UN,TSE
LIFS,OTCMKTS
LIMAF,OTCMKTS
CDYT,OTCMKTS
LIQDQ,OTCMKTS
LIQT,NYSEMKT
LIWA,OTCMKTS
LIXT,OTCMKTS
